genus_and_species,superkingdom,phylum,class,order,family,genus,Tmin,Topt_ave,Tmax,gc_count,gc_percentage,genome_size,accession,coding_bases,coding_density,ncbi_biosample,ncbi_country,ncbi_isolation_source,ncbi_lat_lon,gtdb_representative,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_rrna_count,ncbi_trna_count,protein_count,trna_aa_count,trna_count,checkm2_completeness,checkm2_contamination
Methanospirillum stamsii,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,5,25,37,1582399,42.30183167260757,3740742,RS_GCF_003173335.1,3311977,88.53796920504007,SAMN09236931,Netherlands: Wageningen,soil,51.59 N 5.40 E,TRUE,0,Methanospirillum stamsii,3578,7,49,3579,19,49,99.89,1.44
Methanothermobacter defluvii,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,45,62.5,65,846102,49.49805892717993,1709557,RS_GCF_003385755.1,1536669,89.88697071814511,SAMN08769621,Russia,none,none,FALSE,0,Methanothermobacter defluvii,none,3,38,1788,19,38,99.99,0.09
Methanothermobacter marburgensis,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,45,60,70,797297,48.640999642496766,1639146,RS_GCF_027555065.1,1486154,90.66635918948036,SAMN16623210,none,none,none,FALSE,0,Methanothermobacter marburgensis,none,7,40,1754,19,40,99.86,0.02
Methanothermobacter tenebrarum,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,45,70,80,628659,42.045425664965656,1495190,RS_GCF_023167465.1,1326643,88.72738581718711,SAMD00451045,Japan:Niigata,none,none,TRUE,0,Methanothermobacter tenebrarum,none,3,40,1622,19,40,99.97,0
Methanothermobacter thermautotrophicus,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,40,67.5,75,821985,49.69030646541927,1654216,RS_GCF_014889545.1,1484284,89.72733911411811,SAMN09381010,USA: Wyoming,hot spring sediment,44.76500000 N 110.43027778 W,TRUE,0,Methanothermobacter thermautotrophicus,none,3,38,1774,19,38,99.84,0.02
Methanothermobacter wolfeii,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,37,55,74,830613,48.667637347989256,1706705,RS_GCF_025397995.1,1520238,89.07444461696662,SAMN30825859,none,none,none,TRUE,0,Methanothermobacter wolfeii,none,8,39,1847,19,39,99.8,0.03
Methanothermococcus okinawensis,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,40,62.5,75,420465,41.19923767716902,1020565,GB_GCA_015662355.1,957632,93.83351378893065,SAMN09926501,Atlantic Ocean: Mid Cayman Rise,Mid-Cayman Rise Vent Fluids,18.3769 N 81.7979 W,TRUE,0,Methanothermococcus okinawensis,none,1,31,1167,17,32,96.81,0.01
Methanothermococcus thermolithotrophicus,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,17,62.5,70,561341,32.89436365511551,1706496,RS_GCF_946463545.1,1458593,85.47298089183919,SAMEA110262234,none,none,none,TRUE,0,Methanothermococcus thermolithotrophicus DSM 2095,none,7,38,1686,19,38,99.33,1.22
Methanothermus fervidus,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus,65,83,97,393356,31.63699127030214,1243342,GB_GCA_000166095.1,1169872,94.09092590775506,SAMN02232040,none,none,none,TRUE,0,Methanothermus fervidus DSM 2088,none,6,41,1318,19,41,99.87,0.1
Methanothrix soehngenii,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,10,37.5,45,1203529,52.70120559587054,2291784,RS_GCF_035363055.1,1975543,86.2010992309921,SAMN32863338,none,none,none,FALSE,0,Methanothrix soehngenii,none,0,42,2328,19,42,99.81,0.1
Methanothrix thermoacetophila,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,30,57.5,70,1006368,53.54527949619866,1879471,RS_GCF_000014945.1,1591668,84.68702097558302,SAMN02598350,none,none,none,TRUE,0,Methanothrix thermoacetophila PT,none,6,48,1810,19,48,99.95,0.09
Methanotorris formicicus,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris,55,70,83,590069,32.44313905097871,1818783,RS_GCF_000243455.1,1583417,87.05914889241872,SAMN02261372,Indian Ocean,Black smoker chimney at the Kairei field in the Central Indian Ridge; Indian Ocean,none,TRUE,0,Methanotorris formicicus Mc-S-70,1984,6,35,2045,19,35,99.96,0.04
Methanotorris igneus,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris,45,88,91,598904,32.29991203739409,1854197,RS_GCF_000214415.1,1539095,83.00601284545277,SAMN00713627,Iceland,shallow subarine vent system at the Kolbeinskey Ridge,66.780217 N 18.480835 W,TRUE,0,Methanotorris igneus Kol 5,1802,6,35,1822,19,35,99.95,0.39
Methermicoccus shengliensis,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methermicoccaceae,Methermicoccus,50,65,70,755933,55.35841526152944,1368840,RS_GCF_013330515.1,1238454,90.474708512317,SAMN13193009,none,none,none,FALSE,0,Methermicoccus shengliensis,none,3,45,1450,19,45,86.53,0
Natrarchaeobius chitinivorans,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrarchaeobius,20,43,53,2946962,63.86336055200152,4614480,RS_GCF_003841465.1,3870597,83.87937535757008,SAMN10160503,Russia: Kulunda steppe,sediment,51.7000 N 79.7000 E,TRUE,0,Natrarchaeobius chitinivorans,none,3,48,4499,19,48,99.43,2.18
Natrarchaeobius halalkaliphilus,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrarchaeobius,25,45,55,2146548,61.13398224377345,3511219,RS_GCF_003841485.1,3000043,85.44163722057782,SAMN10160504,USA: Searles lake,sediment,35.7333 N 117.3333 W,TRUE,0,Natrarchaeobius halalkaliphilus,none,5,46,3459,19,46,98.67,0.55
Natrialba chahannaoensis,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba,20,45,55,2603431,60.41756641757152,4309274,RS_GCF_000337135.1,3626794,84.16252946552018,SAMN02471674,none,none,none,TRUE,0,Natrialba chahannaoensis JCM 10990,4031,7,48,4262,19,48,96.76,1.19
Natrialba hulunbeirensis,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba,20,50,55,2567575,61.72774950925769,4159606,RS_GCF_000337575.1,3550582,85.35861329173964,SAMN02471673,none,none,none,TRUE,0,Natrialba hulunbeirensis JCM 10989,3834,11,48,3984,19,48,98.8,0.85
Natrialba magadii,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba,20,38.5,50,2712852,61.05017887350537,4443643,RS_GCF_000025625.1,3738716,84.13628187502911,SAMN02598473,none,ATCC 43099,none,TRUE,0,Natrialba magadii ATCC 43099,4158,12,49,4317,19,49,99.9,0.33
Natrialba swarupiae,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba,35,40,55,2626768,62.5199750754852,4201486,RS_GCF_008245225.1,3560673,84.74794394173871,SAMN12624145,India,sediment,none,TRUE,0,Natrialba swarupiae,none,3,46,4083,19,45,100,1.08
Natribaculum breve,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natribaculum,30,37,62,2771048,63.66548788377838,4352512,GB_GCA_023008585.1,3669460,84.30671759204799,SAMN27400664,China: Xinjiang,saline soil,none,TRUE,none,Natribaculum breve,none,none,none,4362,19,76,100,0.95
Natribaculum longum,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natribaculum,30,37,62,2817533,64.11228563594433,4394685,GB_GCA_023008565.1,3713535,84.50059560582841,SAMN27400812,China: Xinjiang,saline soil,none,FALSE,none,Natribaculum longum,none,none,none,4330,19,54,99.99,1.42
Natrinema ejinorense,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,25,37,50,2858942,63.86807567995525,4476324,RS_GCF_002494345.1,3778270,84.40564177213267,SAMN07714153,none,salin lake,none,FALSE,0,Natrinema ejinorense,4337,10,49,4425,19,49,100,1.35
Natrinema gari,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,20,38.5,60,2563909,63.72259011201059,4023692,RS_GCF_000337175.1,3361953,83.55393504274184,SAMN02471627,none,none,none,TRUE,0,Natrinema gari JCM 14663,3997,18,51,4149,19,51,99.95,0.61
Natrinema salaciae,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,20,45,55,3153230,64.9798284599956,4857017,RS_GCF_900110865.1,4095458,84.32043783252148,SAMN04489841,none,none,none,TRUE,0,Natrinema salaciae,4634,9,51,4750,19,49,100,2.49
Natrinema versiforme,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,20,41.5,53,2965076,63.431235991736386,4674473,RS_GCF_005576615.1,3921538,83.89262276196696,SAMN11637627,Bolivia,Salt mine,21.4 S 64.1 W,TRUE,0,Natrinema versiforme,none,10,63,4680,19,63,99.97,2.24
Natronoarchaeum mannanilyticum,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronoarchaeum,20,37,55,2380570,66.77362848812177,3565702,RS_GCF_039522665.1,3085578,86.53493758031378,SAMD00644969,none,none,none,TRUE,0,Natronoarchaeum mannanilyticum,none,6,50,3563,19,48,95.75,0.82
Natronoarchaeum philippinense,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronoarchaeum,20,41,50,2061767,65.15961960432706,3164179,RS_GCF_900215575.1,2795165,88.33776470926581,SAMN06269185,none,none,none,TRUE,0,Natronoarchaeum philippinense,3198,3,49,3288,19,47,95.72,0.33
Natronobacterium gregoryi,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,25,37,40,2320622,62.32420958096054,3723468,RS_GCF_900114025.1,3108384,83.48088395012391,SAMN05443661,none,none,1.9446 S 36.2522 E,FALSE,0,Natronobacterium gregoryi,3712,5,47,3729,19,46,99.99,0.45
Natronobacterium texcoconense,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,25,37,45,2521013,62.87147849212976,4009868,RS_GCF_900104065.1,3506550,87.4480157451567,SAMN04489842,none,none,none,TRUE,0,Natronobacterium texcoconense,3976,5,47,4079,19,46,99.43,0.99
Natronobiforma cellulositropha,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobiforma,18,43,53,2464242,65.54750330830768,3759489,RS_GCF_025629245.1,3263641,86.81076071774648,SAMN30618640,Russia: Kulunda Steppe,hypersaline alkaline lakes,none,TRUE,0,Natronobiforma cellulositropha,none,3,46,3616,19,46,96.47,0.02
Natronococcus amylolyticus,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,22,42.5,50,2842509,64.3628427069941,4416525,RS_GCF_000337675.1,3745053,84.79637271384176,SAMN02471669,none,none,none,TRUE,0,Natronococcus amylolyticus DSM 10524,4320,8,48,4459,19,48,99.81,1.67
Natronococcus jeotgali,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,21,41,50,2895809,64.41111325136983,4496185,RS_GCF_000337695.1,3740766,83.19866731462339,SAMN02471624,none,none,none,TRUE,0,Natronococcus jeotgali DSM 18795,4462,9,53,4632,19,52,99.66,0.86
Natronococcus occultus,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,25,37.5,50,2789666,64.66364619604748,4314118,RS_GCF_000328685.1,3664476,84.9414874604728,SAMN02261263,Kenya,Soda lake Lake Magadi,1.944 S 36.252 E,TRUE,0,Natronococcus occultus SP4,4174,13,54,4301,19,53,99.95,0.93
Natronolimnobius aegyptiacus,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnobius,30,52,56,2519806,64.10829436928101,3930546,RS_GCF_002156705.1,3364376,85.59563989328709,SAMN06349942,Egypt,lakes Abu Dawood; Baida and Fazda of the Wadi An Natrun,none,TRUE,0,Natrarchaeobaculum aegyptiacum,3729,6,50,3804,19,50,99.84,0.46
Natronolimnobius baerhuensis,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnobius,30,37,46,2356483,60.201885343002495,3914301,RS_GCF_002177135.1,3408994,87.09074749233643,SAMN06445343,China: Inner Mongolia Autonomous Region,soda lake,none,TRUE,0,Natronolimnobius baerhuensis,3746,8,47,3894,19,47,99.51,0.39
Natronomonas gomsonensis,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,20,40,45,2296191,62.87007020272269,3652280,RS_GCF_024300825.1,3259297,89.24006374100561,SAMN29636705,South Korea: Gomso Bay,sediment of a solar saltern,none,TRUE,0,Natronomonas gomsonensis,none,3,54,3860,19,53,99.99,4.2
Natronomonas moolapensis,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,25,38.5,45,1879362,64.52583334391963,2912573,RS_GCF_000591055.1,2515360,86.36212723251916,SAMEA3138954,none,none,none,TRUE,0,Natronomonas moolapensis 8.8.11,2826,3,45,2923,18,45,99.98,0.37
Natronomonas pharaonis,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,25,45,55,1735599,63.119668501536175,2749696,RS_GCF_000026045.1,2482515,90.28325313052788,SAMEA3138222,none,none,none,TRUE,0,Natronomonas pharaonis DSM 2160,2768,3,46,2849,19,46,98.7,0.43
Natronorubrum aibiense,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,25,45,50,2667152,61.335228860271506,4348483,RS_GCF_009392895.1,3673952,84.4881306883343,SAMN13053294,China:Xinjiang,Xinjiang Aibi Salt Lake,none,TRUE,0,Natronorubrum aibiense,none,17,52,4319,19,52,99.98,2.17
Natronorubrum bangense,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,25,45,55,2656346,60.61378984906028,4382412,RS_GCF_004799645.1,3733054,85.18263458570303,SAMN09711300,China,The Bange salt-alkaline lake in Tibet,none,TRUE,0,Natronorubrum bangense,none,17,63,4377,19,63,99.99,12.7
Natronorubrum sediminis,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,25,37,50,2311156,61.10394769368656,3782545,RS_GCF_900108095.1,3214760,84.98933918829782,SAMN04487967,none,none,none,TRUE,0,Natronorubrum sediminis,3583,12,49,3682,19,49,99.2,2.69
Natronorubrum sulfidifaciens,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,20,45.5,55,2137699,61.77977985036669,3460288,RS_GCF_000337735.1,2970031,85.83190185325614,SAMN02471621,none,none,none,TRUE,0,Natronorubrum sulfidifaciens JCM 14089,3408,5,48,3516,19,47,97.85,0.59
Natronorubrum texcoconense,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,25,37,45,2949984,63.55268319806592,4641793,RS_GCF_900100335.1,3934233,84.75675240149657,SAMN04515672,none,none,none,TRUE,0,Natronorubrum texcoconense,4423,6,46,4499,19,46,99.87,0.78
Natronorubrum tibetense,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,25,45,55,3071826,62.25404005398898,4934841,RS_GCF_000383975.1,4151683,84.13002566850685,SAMN02261315,China,Sediment of the Bange salt-alkaline lake in Tibet,31.911 N 79.173 E,TRUE,0,Natronorubrum tibetense GA33,4649,7,50,4750,19,49,99.88,4.22
Nitrosarchaeum koreense,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,15,25,30,525284,32.67311274837578,1607695,RS_GCF_000220175.1,1448275,90.0839400508181,SAMN02470178,none,enrichment culture from soil,none,TRUE,0,Nitrosarchaeum koreense MY1,1840,3,44,1925,18,44,99.68,0.01
Nitrosopumilus adriaticus,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,15,31,34,602356,33.40687375560843,1803090,RS_GCF_000956175.1,1626213,90.19033991647672,SAMN03253153,Slovenia,sea,45.51 N 13.56 E,TRUE,0,Nitrosopumilus adriaticus,2099,3,43,2210,18,43,99.88,0.18
Nitrosopumilus cobalaminigenes,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,10,25,30,516115,33.013274007967475,1563356,RS_GCF_013407145.1,1429961,91.4673945025957,SAMN08535023,USA,deep coastal waters,none,TRUE,0,Nitrosopumilus cobalaminigenes,none,3,43,1906,18,43,99.24,0.03
Nitrosopumilus maritimus,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,15,32,35,562144,34.16750797290882,1645259,RS_GCF_000018465.1,1512926,91.95670712027712,SAMN00000032,none,none,none,TRUE,0,Nitrosopumilus maritimus SCM1,none,3,43,1947,19,43,99.59,0.03
Nitrosopumilus oxyclinae,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,4,25,30,523934,33.053478938370205,1585110,RS_GCF_013407165.1,1447469,91.31662786809748,SAMN08535025,USA,the lower euphotic zone of coastal waters,none,TRUE,0,Nitrosopumilus oxyclinae,none,3,43,1890,18,43,99.75,0.1
Nitrosopumilus piranensis,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,15,32,37,579370,33.820409812045924,1713078,RS_GCF_000875775.1,1540186,89.90752318341605,SAMN03257648,Slovenia,coastal surface water from the Northern Adriatic Sea,45.51 N 13.56 E,TRUE,0,Nitrosopumilus piranensis,none,3,43,2145,19,43,99.86,0.1
Nitrosopumilus ureiphilus,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,10,26,30,726268,33.44671546427265,2171418,RS_GCF_013407185.1,1891049,87.08820687679663,SAMN08535028,USA,a nearshore marine surface sediment in Seattle,none,TRUE,0,Nitrosopumilus ureiphilus,none,3,47,2638,18,47,99.76,0.84
Nitrososphaera viennensis,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,28,42,47,1328723,52.69903884518641,2521342,RS_GCF_024760425.1,2163713,85.81592659781973,SAMN30360716,China: Inner Mongolia,groundwater,none,FALSE,0,Nitrososphaera viennensis,none,3,45,3006,19,45,99.54,1.1
Palaeococcus ferrophilus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,60,83,88,1198229,54.30620762670575,2206431,RS_GCF_000966265.1,2020768,91.5853702200522,SAMN02744072,Japan: deep-sea hydrothermal vent chimney at the Myojin Knoll in the Ogasawara-Bonin Arc,none,none,TRUE,0,Palaeococcus ferrophilus DSM 13482,2314,6,47,2350,19,47,99.99,0.42
Palaeococcus pacificus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,50,80,90,800352,43.04425692573291,1859370,RS_GCF_000725425.1,1702018,91.53734867186198,SAMN03081469,none,none,none,TRUE,0,Palaeococcus pacificus DY20341,1961,6,47,1991,19,47,99.87,0.22
Picrophilus oshimae,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Picrophilus,47,60,65,551964,35.97837245910615,1534155,RS_GCF_900176435.1,1414648,92.21023951295663,SAMN02745355,none,none,none,TRUE,0,Picrophilus oshimae DSM 9789,1557,3,46,1589,19,46,99.88,0.21
Pyrobaculum aerophilum,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,75,100,104,1103738,51.26992871602445,2153232,RS_GCF_013329805.1,1920831,89.20687598921064,SAMN13193043,none,none,none,FALSE,0,Pyrobaculum aerophilum,none,1,46,2574,19,46,99.39,0
Pyrobaculum arsenaticum,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,68,90,100,1139819,55.10151891635808,2068610,RS_GCF_013414235.1,1842830,89.085424512112,SAMN14482731,Italy: Pozzuoli,hot spring,none,FALSE,0,Pyrobaculum arsenaticum,none,3,46,2454,19,47,99.99,0.03
Pyrobaculum calidifontis,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,75,92.5,100,1148339,57.15082717326768,2009313,RS_GCF_000015805.1,1848011,91.97228107318271,SAMN00623060,none,none,none,TRUE,0,Pyrobaculum calidifontis JCM 11548,none,3,46,2292,19,46,99.85,0.07
Pyrobaculum ferrireducens,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,75,92.5,98,1405925,56.96681323775148,2467972,RS_GCF_000234805.1,2231212,90.4066982931735,SAMN02603094,Russia: Kamchatka,Lake Fumarolic in the Uzon Caldera,none,TRUE,0,Pyrobaculum ferrireducens,none,3,46,2804,19,46,99.97,0.96
Pyrobaculum islandicum,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,74,100,102,905878,49.599047745239,1826402,RS_GCF_000015205.1,1628336,89.15539952321559,SAMN02598374,none,none,none,TRUE,0,Pyrobaculum islandicum DSM 4184,2033,3,46,2176,19,46,99.95,0.12
Pyrobaculum oguniense,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,70,92,97,1350357,55.051000440291574,2452920,GB_GCA_000247545.1,2178950,88.83086280840794,SAMN02604076,Japan: Tsuetate Hot Spring; Kumamoto prefecture,none,none,TRUE,0,Pyrobaculum oguniense TE7,2835,3,48,2943,19,48,99.55,0.56
Pyrococcus abyssi,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,67,96,102,790749,44.71140960848418,1768562,RS_GCF_000195935.2,1641792,92.83202963763782,SAMEA3283067,none,none,none,TRUE,0,Pyrococcus abyssi GE5,1898,4,46,1915,19,46,99.89,0.06
Pyrococcus furiosus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,70,100,103,777994,40.76989670149079,1908256,RS_GCF_000007305.1,1741092,91.2399594184428,SAMN02604284,none,none,none,TRUE,0,Pyrococcus furiosus DSM 3638,2053,4,46,2102,19,46,99.81,0.13
Pyrococcus horikoshii,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,80,98,102,721076,41.81852556808626,1724643,RS_GCF_013329775.1,1587852,92.06844546958412,SAMN13193041,none,none,none,FALSE,0,Pyrococcus horikoshii,none,3,45,1869,19,45,99.75,0.19
Pyrococcus kukulkanii,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,70,105,112,918060,44.73248506334739,2052334,RS_GCF_041647995.1,1851748,90.22644462353594,SAMN33962731,none,none,none,TRUE,0,Pyrococcus kukulkanii,none,4,47,2283,19,48,99.83,0.29
Pyrococcus yayanosii,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,80,98,108,886522,51.63750613052752,1716818,RS_GCF_000215995.1,1573829,91.67127791064632,SAMN02603867,none,none,none,TRUE,0,Pyrococcus yayanosii CH1,1845,4,46,1882,19,46,99.98,0.78
Pyrodictium abyssi,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,80,97,110,1316127,59.17254550923268,2224219,RS_GCF_036323395.1,1886295,84.8070716058086,SAMD00639620,none,none,none,TRUE,0,Pyrodictium abyssi,none,4,45,2437,19,45,99.98,0.33
Pyrodictium delaneyi,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,82,91,97,1091130,53.913953502161235,2023836,RS_GCF_001412615.1,1756154,86.77353303330902,SAMN03223811,Pacific Ocean,active hydrothermal chimney,none,TRUE,0,Pyrodictium delaneyi,2028,4,48,2107,19,48,99.98,0.3
Pyrodictium occultum,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,82,105,110,1029749,63.49706208258233,1621727,RS_GCF_001462395.1,1431404,88.26417763285683,SAMN03154506,Italy: Volcano,marine high temperature sediment,none,TRUE,0,Pyrodictium occultum,1648,4,46,1682,18,46,99.79,0
Pyrolobus fumarii,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,90,106,113,1012030,54.90414573688999,1843267,RS_GCF_000223395.1,1631907,88.53340291992424,SAMN02232047,none,not provided; submitted under MIGS 2.1,none,TRUE,0,Pyrolobus fumarii 1A,1916,3,47,2037,19,47,99.53,0.06
Saccharolobus caldissimus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,65,85,93,1012063,32.90411096968426,3075795,RS_GCF_020886315.1,2643096,85.93212486527874,SAMD00413002,Japan:Kanagawa; Ohwakudani,none,35.2394 N 139.0186 E,TRUE,0,Saccharolobus caldissimus,none,3,46,3318,19,46,100,3.25
Saccharolobus solfataricus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,50,85,87,1087243,35.835016466580356,3034024,RS_GCF_900079115.1,2599953,85.69322457567903,SAMEA3920617,Italy,hot springs,none,TRUE,0,Saccharolobus solfataricus,3204,3,47,3324,19,47,99.99,0.97
Salarchaeum japonicum,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,20,40,55,1579048,67.50142458302358,2339281,RS_GCF_020614395.1,2133563,91.2059303692032,SAMN22374871,Japan: Okinawa,commercial salt,none,TRUE,0,Salarchaeum japonicum,none,3,47,2546,19,47,99.29,1.34
Salinarchaeum laminariae,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Salinarchaeum,20,37,50,2058246,64.938585473479165,3169627,RS_GCF_023204835.1,2693868,84.99006349958528,SAMN27573327,China: Liaoning,salted brown alga Laminaria,none,TRUE,0,Salinarchaeum laminariae,none,3,45,3038,19,45,93.49,0.48
Salinigranum halophilum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,20,41,60,2774135,66.10138515455152,4196798,RS_GCF_007004735.1,3662263,87.26326594703868,SAMN11382603,China: Guangxi province,Soil sample in saltern,none,TRUE,0,Salinigranum halophilum,none,5,47,4146,18,46,100,2.81
Salinigranum rubrum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,20,37,50,3265991,65.67290379999027,4973118,RS_GCF_002906575.1,4220563,84.86754185201316,SAMN08381148,China: Weihai,marine solar saltern brine,none,TRUE,0,Salinigranum rubrum,4882,6,49,5123,19,49,98.03,2.1
Salinigranum salinum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,25,37,50,3139856,66.93604330150528,4690830,RS_GCF_009176545.1,3972877,84.69454233046177,SAMN12651047,China: Guangdong Province,soil from Yangjiang marine saltern in southern region of China,none,TRUE,0,Salinigranum salinum,none,5,47,4491,19,47,99.92,6.49
